Step       0 (bc0.0)s   | [R_te] min: 19.96           max: 20.77          Avg: 20.28 (0.07)        | [MSE_tr]  0.5009    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step   11000 (bc15.5)s  | [R_te] min: 463.70          max: 987.42         Avg: 616.70 (62.78)      | [MSE_tr]  0.2331    | w_noise: [0.058 0.062 0.068 0.096 0.143 0.264 0.349 0.428 0.564 0.675]
Step   12000 (bc19.0)s  | [R_te] min: 466.61          max: 739.30         Avg: 563.08 (32.21)      | [MSE_tr]  0.2322    | w_noise: [0.054 0.059 0.064 0.091 0.137 0.257 0.342 0.419 0.555 0.666]
Step   13000 (bc19.0)s  | [R_te] min: 508.06          max: 783.34         Avg: 634.22 (35.07)      | [MSE_tr]  0.2320    | w_noise: [0.051 0.056 0.060 0.088 0.133 0.251 0.337 0.412 0.546 0.656]
Step   14000 (bc17.8)s  | [R_te] min: 466.95          max: 747.71         Avg: 571.75 (36.67)      | [MSE_tr]  0.2313    | w_noise: [0.048 0.054 0.058 0.085 0.129 0.246 0.329 0.402 0.539 0.648]
Step   15000 (bc15.5)s  | [R_te] min: 470.43          max: 722.98         Avg: 595.70 (34.28)      | [MSE_tr]  0.2312    | w_noise: [0.047 0.052 0.056 0.083 0.127 0.243 0.323 0.400 0.533 0.642]
Step   16000 (bc15.6)s  | [R_te] min: 510.73          max: 752.27         Avg: 587.90 (28.31)      | [MSE_tr]  0.2296    | w_noise: [0.046 0.051 0.054 0.081 0.125 0.241 0.319 0.395 0.525 0.635]
Step   17000 (bc16.6)s  | [R_te] min: 453.09          max: 1329.68        Avg: 678.83 (83.36)      | [MSE_tr]  0.2308    | w_noise: [0.044 0.050 0.053 0.080 0.124 0.238 0.319 0.392 0.523 0.630]
Step   18000 (bc15.8)s  | [R_te] min: 485.47          max: 3115.71        Avg: 1166.05 (265.89)    | [MSE_tr]  0.2283    | w_noise: [0.043 0.049 0.053 0.079 0.122 0.237 0.317 0.390 0.522 0.626]
Step   19000 (bc15.5)s  | [R_te] min: 605.27          max: 709.25         Avg: 650.23 (11.38)      | [MSE_tr]  0.2281    | w_noise: [0.043 0.049 0.052 0.078 0.120 0.236 0.315 0.388 0.519 0.626]
Step   20000 (bc15.5)s  | [R_te] min: 472.96          max: 763.31         Avg: 573.63 (36.31)      | [MSE_tr]  0.2278    | w_noise: [0.042 0.048 0.052 0.078 0.120 0.234 0.314 0.388 0.519 0.622]
Step   21000 (bc15.5)s  | [R_te] min: 481.21          max: 723.00         Avg: 608.16 (27.52)      | [MSE_tr]  0.2257    | w_noise: [0.042 0.048 0.051 0.077 0.120 0.232 0.313 0.388 0.516 0.621]
Step   22000 (bc15.5)s  | [R_te] min: 441.86          max: 824.40         Avg: 513.33 (33.14)      | [MSE_tr]  0.2262    | w_noise: [0.042 0.048 0.051 0.076 0.119 0.232 0.313 0.386 0.513 0.621]
Step   23000 (bc15.5)s  | [R_te] min: 628.91          max: 3897.25        Avg: 1747.45 (418.54)    | [MSE_tr]  0.2242    | w_noise: [0.042 0.048 0.050 0.076 0.118 0.231 0.311 0.383 0.512 0.621]
Step   24000 (bc15.5)s  | [R_te] min: 474.38          max: 749.94         Avg: 638.46 (36.58)      | [MSE_tr]  0.2242    | w_noise: [0.042 0.048 0.050 0.075 0.118 0.232 0.311 0.385 0.510 0.621]
Step   25000 (bc15.3)s  | [R_te] min: 718.73          max: 4069.58        Avg: 2133.97 (372.93)    | [MSE_tr]  0.2239    | w_noise: [0.041 0.047 0.050 0.076 0.117 0.232 0.311 0.385 0.512 0.620]
Step   26000 (bc15.1)s  | [R_te] min: 725.46          max: 3952.05        Avg: 2315.36 (480.48)    | [MSE_tr]  0.2238    | w_noise: [0.041 0.047 0.050 0.076 0.117 0.231 0.310 0.383 0.511 0.619]
Step   27000 (bc18.2)s  | [R_te] min: 465.90          max: 695.70         Avg: 634.23 (25.52)      | [MSE_tr]  0.2226    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.383 0.511 0.619]
Step   28000 (bc15.6)s  | [R_te] min: 476.36          max: 727.39         Avg: 557.60 (34.79)      | [MSE_tr]  0.2213    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.231 0.309 0.382 0.513 0.618]
Step   29000 (bc15.5)s  | [R_te] min: 1831.35         max: 4169.79        Avg: 3200.36 (261.57)    | [MSE_tr]  0.2217    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.381 0.511 0.619]
Step   30000 (bc15.5)s  | [R_te] min: 553.68          max: 3905.00        Avg: 1707.02 (406.98)    | [MSE_tr]  0.2211    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.309 0.380 0.513 0.617]
Step   31000 (bc15.5)s  | [R_te] min: 497.15          max: 3983.53        Avg: 1367.73 (367.18)    | [MSE_tr]  0.2200    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.232 0.311 0.381 0.510 0.616]
Step   32000 (bc15.7)s  | [R_te] min: 340.07          max: 3025.33        Avg: 1079.97 (306.79)    | [MSE_tr]  0.2201    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.379 0.510 0.617]
Step   33000 (bc16.8)s  | [R_te] min: 482.94          max: 4007.37        Avg: 1275.29 (369.13)    | [MSE_tr]  0.2193    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.378 0.508 0.617]
Step   34000 (bc17.7)s  | [R_te] min: 330.32          max: 3846.10        Avg: 1387.61 (368.56)    | [MSE_tr]  0.2178    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.309 0.379 0.510 0.618]
Step   35000 (bc17.8)s  | [R_te] min: 487.96          max: 3049.51        Avg: 1067.70 (222.58)    | [MSE_tr]  0.2175    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.310 0.379 0.511 0.615]
Step   36000 (bc17.2)s  | [R_te] min: 629.61          max: 1123.38        Avg: 806.37 (46.04)      | [MSE_tr]  0.2179    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.379 0.511 0.615]
Step   37000 (bc16.4)s  | [R_te] min: 330.72          max: 3477.87        Avg: 1119.48 (259.49)    | [MSE_tr]  0.2180    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.309 0.382 0.509 0.616]
Step   38000 (bc16.3)s  | [R_te] min: 330.51          max: 3463.67        Avg: 902.98 (275.77)     | [MSE_tr]  0.2171    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.380 0.509 0.613]
Step   39000 (bc16.3)s  | [R_te] min: 484.05          max: 765.91         Avg: 600.48 (30.73)      | [MSE_tr]  0.2153    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.380 0.512 0.616]
Step   40000 (bc16.3)s  | [R_te] min: 735.07          max: 1059.03        Avg: 836.69 (37.83)      | [MSE_tr]  0.2144    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.381 0.512 0.617]
Step   41000 (bc16.3)s  | [R_te] min: 348.59          max: 3698.40        Avg: 1693.41 (379.62)    | [MSE_tr]  0.2132    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.381 0.511 0.616]
Step   42000 (bc16.3)s  | [R_te] min: 616.89          max: 3817.80        Avg: 1222.03 (285.04)    | [MSE_tr]  0.2138    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.308 0.380 0.510 0.618]
Step   43000 (bc16.3)s  | [R_te] min: 517.26          max: 4037.99        Avg: 2522.55 (477.82)    | [MSE_tr]  0.2144    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.308 0.381 0.510 0.616]
Step   44000 (bc16.2)s  | [R_te] min: 601.02          max: 3918.08        Avg: 1678.78 (327.37)    | [MSE_tr]  0.2125    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.382 0.511 0.615]
Step   45000 (bc17.0)s  | [R_te] min: 358.20          max: 3800.43        Avg: 1714.79 (381.79)    | [MSE_tr]  0.2123    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.310 0.382 0.511 0.612]
Step   46000 (bc20.3)s  | [R_te] min: 497.26          max: 4034.26        Avg: 1113.40 (335.47)    | [MSE_tr]  0.2134    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.230 0.311 0.381 0.509 0.616]
Step   47000 (bc20.2)s  | [R_te] min: 487.61          max: 3962.61        Avg: 1973.97 (491.99)    | [MSE_tr]  0.2114    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.381 0.510 0.615]
Step   48000 (bc18.0)s  | [R_te] min: 328.28          max: 766.07         Avg: 569.88 (47.04)      | [MSE_tr]  0.2114    | w_noise: [0.041 0.047 0.050 0.076 0.117 0.231 0.308 0.380 0.510 0.615]
Step   49000 (bc17.7)s  | [R_te] min: 334.05          max: 3971.23        Avg: 1638.13 (459.70)    | [MSE_tr]  0.2115    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.232 0.308 0.381 0.510 0.617]
Step   50000 (bc17.1)s  | [R_te] min: 339.25          max: 3984.78        Avg: 2133.68 (481.08)    | [MSE_tr]  0.2100    | w_noise: [0.041 0.047 0.050 0.076 0.117 0.230 0.310 0.378 0.510 0.618]
Step   51000 (bc17.8)s  | [R_te] min: 880.47          max: 3971.11        Avg: 2676.67 (398.82)    | [MSE_tr]  0.2097    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.378 0.507 0.615]
Step   52000 (bc17.9)s  | [R_te] min: 491.34          max: 956.39         Avg: 581.45 (46.00)      | [MSE_tr]  0.2090    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.311 0.380 0.508 0.616]
Step   53000 (bc17.9)s  | [R_te] min: 507.26          max: 758.13         Avg: 618.86 (26.67)      | [MSE_tr]  0.2104    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.311 0.379 0.509 0.612]
Step   54000 (bc16.5)s  | [R_te] min: 371.41          max: 1591.14        Avg: 790.31 (103.50)     | [MSE_tr]  0.2086    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.379 0.507 0.612]
Step   55000 (bc16.4)s  | [R_te] min: 469.92          max: 3748.37        Avg: 1028.68 (294.96)    | [MSE_tr]  0.2085    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.379 0.506 0.613]
Step   56000 (bc16.3)s  | [R_te] min: 496.95          max: 872.79         Avg: 601.49 (43.92)      | [MSE_tr]  0.2072    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.231 0.309 0.379 0.505 0.614]
Step   57000 (bc16.3)s  | [R_te] min: 472.02          max: 903.55         Avg: 645.66 (44.68)      | [MSE_tr]  0.2073    | w_noise: [0.041 0.047 0.050 0.074 0.117 0.231 0.308 0.380 0.504 0.611]
Step   58000 (bc16.2)s  | [R_te] min: 491.10          max: 4030.39        Avg: 2010.02 (497.40)    | [MSE_tr]  0.2070    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.231 0.308 0.378 0.505 0.610]
Step   59000 (bc16.2)s  | [R_te] min: 385.62          max: 1027.18        Avg: 703.23 (68.04)      | [MSE_tr]  0.2062    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.307 0.380 0.507 0.611]
Step   60000 (bc17.2)s  | [R_te] min: 778.79          max: 1610.14        Avg: 968.05 (72.24)      | [MSE_tr]  0.2061    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.307 0.379 0.507 0.613]
Step   61000 (bc16.6)s  | [R_te] min: 491.78          max: 4074.39        Avg: 2656.69 (488.17)    | [MSE_tr]  0.2069    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.308 0.380 0.506 0.612]
Step   62000 (bc16.6)s  | [R_te] min: 503.86          max: 1561.53        Avg: 838.06 (86.82)      | [MSE_tr]  0.2058    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.309 0.379 0.506 0.611]
Step   63000 (bc16.6)s  | [R_te] min: 823.48          max: 4126.85        Avg: 3002.52 (444.04)    | [MSE_tr]  0.2056    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.379 0.508 0.610]
Step   64000 (bc16.6)s  | [R_te] min: 337.86          max: 2112.43        Avg: 898.75 (165.24)     | [MSE_tr]  0.2047    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.377 0.509 0.610]
Step   65000 (bc16.5)s  | [R_te] min: 398.56          max: 4104.56        Avg: 2091.38 (509.26)    | [MSE_tr]  0.2044    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.311 0.379 0.508 0.611]
Step   66000 (bc16.5)s  | [R_te] min: 368.64          max: 4027.28        Avg: 1696.84 (465.20)    | [MSE_tr]  0.2054    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.381 0.506 0.614]
Step   67000 (bc16.4)s  | [R_te] min: 383.71          max: 3694.15        Avg: 1285.66 (378.47)    | [MSE_tr]  0.2044    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.310 0.381 0.507 0.613]
Step   68000 (bc16.3)s  | [R_te] min: 329.14          max: 607.22         Avg: 461.38 (27.42)      | [MSE_tr]  0.2038    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.310 0.382 0.507 0.609]
Step   69000 (bc16.2)s  | [R_te] min: 403.56          max: 3144.63        Avg: 1075.16 (259.74)    | [MSE_tr]  0.2035    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.312 0.378 0.509 0.610]
Step   70000 (bc18.0)s  | [R_te] min: 674.63          max: 1287.11        Avg: 886.06 (59.70)      | [MSE_tr]  0.2039    | w_noise: [0.041 0.047 0.050 0.076 0.117 0.231 0.312 0.380 0.508 0.611]
Step   71000 (bc16.3)s  | [R_te] min: 698.88          max: 3904.54        Avg: 1410.87 (332.19)    | [MSE_tr]  0.2041    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.312 0.379 0.510 0.608]
Step   72000 (bc19.3)s  | [R_te] min: 372.04          max: 4059.07        Avg: 2060.72 (523.46)    | [MSE_tr]  0.2015    | w_noise: [0.041 0.047 0.050 0.076 0.116 0.232 0.310 0.380 0.507 0.611]
Step   73000 (bc19.0)s  | [R_te] min: 380.54          max: 4115.97        Avg: 2868.53 (467.04)    | [MSE_tr]  0.2021    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.380 0.508 0.609]
Step   74000 (bc17.6)s  | [R_te] min: 750.11          max: 4027.27        Avg: 1977.29 (439.40)    | [MSE_tr]  0.2019    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.232 0.307 0.381 0.510 0.611]
Step   75000 (bc16.5)s  | [R_te] min: 370.63          max: 3924.55        Avg: 2265.96 (496.56)    | [MSE_tr]  0.2029    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.308 0.379 0.506 0.614]
Step   76000 (bc16.5)s  | [R_te] min: 383.13          max: 3653.09        Avg: 1712.42 (388.87)    | [MSE_tr]  0.2012    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.231 0.308 0.379 0.506 0.616]
Step   77000 (bc16.3)s  | [R_te] min: 523.61          max: 1021.61        Avg: 765.39 (39.35)      | [MSE_tr]  0.2019    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.380 0.506 0.613]
Step   78000 (bc16.3)s  | [R_te] min: 374.76          max: 3702.19        Avg: 1196.45 (298.02)    | [MSE_tr]  0.2011    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.378 0.507 0.611]
Step   79000 (bc16.2)s  | [R_te] min: 372.41          max: 3848.78        Avg: 1176.70 (291.61)    | [MSE_tr]  0.2014    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.229 0.307 0.377 0.507 0.612]
Step   80000 (bc16.2)s  | [R_te] min: 349.23          max: 964.82         Avg: 646.13 (58.42)      | [MSE_tr]  0.2010    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.377 0.507 0.612]
Step   81000 (bc16.2)s  | [R_te] min: 448.28          max: 1022.90        Avg: 713.82 (73.90)      | [MSE_tr]  0.1992    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.308 0.379 0.505 0.614]
Step   82000 (bc16.3)s  | [R_te] min: 344.90          max: 717.76         Avg: 554.05 (34.51)      | [MSE_tr]  0.2008    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.308 0.381 0.506 0.612]
Step   83000 (bc17.6)s  | [R_te] min: 337.50          max: 906.95         Avg: 773.99 (49.85)      | [MSE_tr]  0.1992    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.230 0.308 0.380 0.507 0.610]
Step   84000 (bc18.0)s  | [R_te] min: 344.78          max: 3768.79        Avg: 1309.12 (359.41)    | [MSE_tr]  0.1990    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.379 0.507 0.610]
Step   85000 (bc18.0)s  | [R_te] min: 342.25          max: 3973.77        Avg: 1652.86 (467.25)    | [MSE_tr]  0.1987    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.307 0.379 0.504 0.609]
Step   86000 (bc17.9)s  | [R_te] min: 704.79          max: 1164.94        Avg: 808.91 (42.41)      | [MSE_tr]  0.1990    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.380 0.506 0.608]
Step   87000 (bc16.9)s  | [R_te] min: 353.29          max: 1819.63        Avg: 877.29 (149.83)     | [MSE_tr]  0.1993    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.381 0.507 0.613]
Step   88000 (bc16.6)s  | [R_te] min: 367.11          max: 4101.26        Avg: 1708.36 (479.69)    | [MSE_tr]  0.1984    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.232 0.308 0.380 0.508 0.610]
Step   89000 (bc18.1)s  | [R_te] min: 255.81          max: 1402.14        Avg: 714.48 (101.40)     | [MSE_tr]  0.1988    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.380 0.507 0.612]
Step   90000 (bc20.4)s  | [R_te] min: 471.07          max: 1003.03        Avg: 630.72 (58.05)      | [MSE_tr]  0.1980    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.308 0.380 0.506 0.615]
Step   91000 (bc18.1)s  | [R_te] min: 381.59          max: 1636.15        Avg: 753.88 (104.53)     | [MSE_tr]  0.1983    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.380 0.506 0.614]
Step   92000 (bc17.9)s  | [R_te] min: 323.08          max: 3989.32        Avg: 1620.33 (473.15)    | [MSE_tr]  0.1982    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.379 0.505 0.613]
Step   93000 (bc17.9)s  | [R_te] min: 485.86          max: 3951.17        Avg: 1868.79 (444.33)    | [MSE_tr]  0.1961    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.380 0.505 0.612]
Step   94000 (bc17.7)s  | [R_te] min: 776.86          max: 3946.02        Avg: 2526.80 (441.50)    | [MSE_tr]  0.1977    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.309 0.378 0.505 0.611]
Step   95000 (bc16.5)s  | [R_te] min: 342.89          max: 1115.71        Avg: 567.72 (75.76)      | [MSE_tr]  0.1974    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.377 0.507 0.609]
Step   96000 (bc16.5)s  | [R_te] min: 413.17          max: 3794.69        Avg: 1239.94 (335.65)    | [MSE_tr]  0.1960    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.308 0.377 0.505 0.608]
Step   97000 (bc16.1)s  | [R_te] min: 511.84          max: 993.82         Avg: 733.98 (41.66)      | [MSE_tr]  0.1969    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.309 0.377 0.506 0.611]
Step   98000 (bc15.9)s  | [R_te] min: 525.70          max: 1202.34        Avg: 725.73 (56.22)      | [MSE_tr]  0.1964    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.308 0.378 0.508 0.607]
Step   99000 (bc17.3)s  | [R_te] min: 342.50          max: 3672.15        Avg: 1350.26 (411.86)    | [MSE_tr]  0.1954    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.309 0.379 0.507 0.610]
Step  100000 (bc19.1)s  | [R_te] min: 465.84          max: 1005.52        Avg: 728.44 (61.05)      | [MSE_tr]  0.1961    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.231 0.309 0.379 0.506 0.609]
Step  101000 (bc18.2)s  | [R_te] min: 357.29          max: 771.16         Avg: 518.31 (47.06)      | [MSE_tr]  0.1958    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.229 0.309 0.380 0.505 0.607]
Step  102000 (bc16.5)s  | [R_te] min: 482.45          max: 3652.01        Avg: 1088.42 (284.57)    | [MSE_tr]  0.1963    | w_noise: [0.041 0.047 0.050 0.075 0.116 0.230 0.309 0.379 0.506 0.610]
Step  103000 (bc17.0)s  | [R_te] min: 472.51          max: 4039.37        Avg: 1377.09 (364.20)    | [MSE_tr]  0.1949    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.308 0.380 0.506 0.610]
Step  104000 (bc16.9)s  | [R_te] min: 447.46          max: 671.82         Avg: 531.82 (21.90)      | [MSE_tr]  0.1954    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.382 0.508 0.610]
Step  105000 (bc15.8)s  | [R_te] min: 384.88          max: 1253.92        Avg: 588.66 (86.67)      | [MSE_tr]  0.1950    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.308 0.380 0.508 0.608]
Step  106000 (bc15.3)s  | [R_te] min: 338.80          max: 789.86         Avg: 575.80 (46.40)      | [MSE_tr]  0.1956    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.229 0.309 0.381 0.508 0.611]
Step  107000 (bc15.4)s  | [R_te] min: 475.30          max: 1057.60        Avg: 699.30 (46.84)      | [MSE_tr]  0.1954    | w_noise: [0.041 0.047 0.050 0.074 0.117 0.230 0.309 0.381 0.506 0.612]
Step  108000 (bc15.4)s  | [R_te] min: 268.59          max: 3754.49        Avg: 1180.93 (319.89)    | [MSE_tr]  0.1951    | w_noise: [0.041 0.047 0.050 0.075 0.118 0.229 0.310 0.380 0.505 0.611]
Step  109000 (bc15.4)s  | [R_te] min: 349.33          max: 911.93         Avg: 614.15 (47.41)      | [MSE_tr]  0.1948    | w_noise: [0.041 0.047 0.050 0.074 0.117 0.231 0.309 0.382 0.509 0.614]
Step  110000 (bc15.3)s  | [R_te] min: 374.26          max: 1842.53        Avg: 971.90 (160.38)     | [MSE_tr]  0.1932    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.309 0.383 0.505 0.611]
Step  111000 (bc15.3)s  | [R_te] min: 374.03          max: 1540.58        Avg: 655.89 (100.81)     | [MSE_tr]  0.1948    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.380 0.505 0.610]
Step  112000 (bc15.4)s  | [R_te] min: 365.41          max: 874.18         Avg: 665.81 (46.56)      | [MSE_tr]  0.1941    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.311 0.379 0.504 0.610]
Step  113000 (bc15.4)s  | [R_te] min: 371.21          max: 1047.77        Avg: 651.07 (67.68)      | [MSE_tr]  0.1936    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.379 0.503 0.609]
Step  114000 (bc15.3)s  | [R_te] min: 353.59          max: 978.59         Avg: 691.01 (51.45)      | [MSE_tr]  0.1929    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.231 0.310 0.380 0.506 0.608]
Step  115000 (bc15.3)s  | [R_te] min: 502.85          max: 1028.34        Avg: 710.60 (48.06)      | [MSE_tr]  0.1943    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.377 0.505 0.607]
Step  116000 (bc15.3)s  | [R_te] min: 344.16          max: 820.81         Avg: 562.70 (46.33)      | [MSE_tr]  0.1938    | w_noise: [0.041 0.047 0.049 0.075 0.117 0.229 0.309 0.381 0.506 0.610]
Step  117000 (bc15.2)s  | [R_te] min: 487.74          max: 1445.57        Avg: 851.98 (94.40)      | [MSE_tr]  0.1932    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.229 0.308 0.379 0.506 0.613]
Step  118000 (bc15.2)s  | [R_te] min: 359.80          max: 3278.18        Avg: 777.76 (265.85)     | [MSE_tr]  0.1924    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.309 0.380 0.508 0.609]
Step  119000 (bc15.3)s  | [R_te] min: 340.06          max: 521.15         Avg: 434.05 (19.27)      | [MSE_tr]  0.1940    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.229 0.308 0.381 0.508 0.612]
Step  120000 (bc16.2)s  | [R_te] min: 282.86          max: 700.45         Avg: 511.88 (40.03)      | [MSE_tr]  0.1933    | w_noise: [0.041 0.047 0.050 0.075 0.117 0.230 0.306 0.379 0.506 0.611]
